id,siteName,siteLink,page_param,article_link,page_param_rule
612,Tin t?ng h?p,http://moc.gov.vn/vn/chuyen-muc/1184/tin-tong-hop.aspx,http://moc.gov.vn/vn/chuyen-muc/1184/tin-tong-hop.aspx&page=[NEXT_PAGE],//li/div[2]/a,
613,Tin c?i cách hành chính,http://moc.gov.vn/vn/chuyen-muc/1166/tin-cai-cach-hanh-chinh.aspx,http://moc.gov.vn/vn/chuyen-muc/1166/tin-cai-cach-hanh-chinh.aspx&page=[NEXT_PAGE],//li/div[2]/a,
614,Gi?i thi?u v?n b?n m?i,http://moc.gov.vn/vn/chuyen-muc/1196/Gioi-thieu-van-ban-moi.aspx,http://moc.gov.vn/vn/chuyen-muc/1196/Gioi-thieu-van-ban-moi.aspx&page=[NEXT_PAGE],//li/div[2]/a,
615,?oàn k?t h?u ngh?,http://vietlao.vietnam.vn/doan-ket-huu-nghi,http://vietlao.vietnam.vn/doan-ket-huu-nghi&page=[NEXT_PAGE],//h4/a,
616,Biên gi?i h?u ngh?,http://vietlao.vietnam.vn/bien-gioi-huu-nghi,http://vietlao.vietnam.vn/bien-gioi-huu-nghi&page=[NEXT_PAGE],//h4/a,
617,??u t? phát tri?n,http://vietlao.vietnam.vn/dau-tu-phat-trien,http://vietlao.vietnam.vn/dau-tu-phat-trien&page=[NEXT_PAGE],//h4/a,
618,Khám phá Vi?t - Lào,http://vietlao.vietnam.vn/kham-pha-viet-lao,http://vietlao.vietnam.vn/kham-pha-viet-lao&page=[NEXT_PAGE],//h4/a,
619,Thông cáo báo chí,https://moet.gov.vn/tintuc/Pages/thong-cao-bao-chi.aspx,https://moet.gov.vn/tintuc/Pages/thong-cao-bao-chi.aspx?date=&EventID=0&Page=[NEXT_PAGE],//li/div/h2/a,
620,Thông báo,https://moet.gov.vn/tintuc/Pages/Thongbao.aspx,https://moet.gov.vn/tintuc/Pages/Thongbao.aspx?date=&EventID=0&Page=[NEXT_PAGE],//li/div/h2/a,
621,Tin t?ng h?p,https://moet.gov.vn/tintuc/Pages/tin-tong-hop.aspx,https://moet.gov.vn/tintuc/Pages/tin-tong-hop.aspx?date=&EventID=0&Page=[NEXT_PAGE],//li/div/h2/a,
622,????????????????? -  Quan h? song ph??ng,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%AA%E0%BA%AD%E0%BA%87%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%AA%E0%BA%AD%E0%BA%87%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
623,????????????? - Ngo?i giao nhân dân,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%97-%E0%BA%94%E0%BA%9B%E0%BA%B0%E0%BA%8A%E0%BA%B2%E0%BA%8A-%E0%BA%99,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%97-%E0%BA%94%E0%BA%9B%E0%BA%B0%E0%BA%8A%E0%BA%B2%E0%BA%8A-%E0%BA%99&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
624,?????????????????????? -  H?p tác Thành công,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%9C-%E0%BA%99%E0%BA%AA%E0%BA%B3%E0%BB%80%E0%BA%A5-%E0%BA%94%E0%BB%81%E0%BA%AB-%E0%BA%87%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%AE-%E0%BA%A7%E0%BA%A1%E0%BA%A1,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%9C-%E0%BA%99%E0%BA%AA%E0%BA%B3%E0%BB%80%E0%BA%A5-%E0%BA%94%E0%BB%81%E0%BA%AB-%E0%BA%87%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%AE-%E0%BA%A7%E0%BA%A1%E0%BA%A1&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
625,?????????????????????- Trung th?c thu?n túy,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%AA%E0%BA%B2%E0%BA%8D%E0%BA%AA%E0%BA%B3%E0%BA%9E-%E0%BA%99%E0%BA%AA-%E0%BA%94%E0%BA%8A-%E0%BA%9A-%E0%BA%A5-%E0%BA%AA-%E0%BA%94,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%AA%E0%BA%B2%E0%BA%8D%E0%BA%AA%E0%BA%B3%E0%BA%9E-%E0%BA%99%E0%BA%AA-%E0%BA%94%E0%BA%8A-%E0%BA%9A-%E0%BA%A5-%E0%BA%AA-%E0%BA%94&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
626,??????????????? - Quan h? biên gi?i,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%8A%E0%BA%B2%E0%BA%8D%E0%BB%81%E0%BA%94%E0%BA%99,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%8A%E0%BA%B2%E0%BA%8D%E0%BB%81%E0%BA%94%E0%BA%99&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
627,?????????????????????? - L?ch s? các m?i quan h?,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%9B%E0%BA%B0%E0%BA%AB%E0%BA%A7-%E0%BA%94%E0%BA%AA%E0%BA%B2%E0%BA%94%E0%BB%81%E0%BA%AB-%E0%BA%87%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99,https://huunghivietlao.thoidai.com.vn/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99%E0%BA%A1-%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A/%E0%BA%9B%E0%BA%B0%E0%BA%AB%E0%BA%A7-%E0%BA%94%E0%BA%AA%E0%BA%B2%E0%BA%94%E0%BB%81%E0%BA%AB-%E0%BA%87%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
628,????????-????????-?????? - Chính tr? - Kinh t? - Xã h?i,https://huunghivietlao.thoidai.com.vn/%E0%BA%AB%E0%BA%A7%E0%BA%BD%E0%BA%94%E0%BA%99%E0%BA%B2%E0%BA%A1%E0%BA%81-%E0%BA%AD%E0%BA%99-%E0%BB%81%E0%BA%A5%E0%BA%B0-%E0%BA%9B%E0%BA%B0%E0%BA%88-%E0%BA%9A-%E0%BA%99/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BB%80%E0%BA%A1-%E0%BA%AD%E0%BA%87-%E0%BB%80%E0%BA%AA%E0%BA%94%E0%BA%96%E0%BA%B0%E0%BA%81-%E0%BA%94-%E0%BA%AA-%E0%BA%87%E0%BA%84-%E0%BA%A1,https://huunghivietlao.thoidai.com.vn/%E0%BA%AB%E0%BA%A7%E0%BA%BD%E0%BA%94%E0%BA%99%E0%BA%B2%E0%BA%A1%E0%BA%81-%E0%BA%AD%E0%BA%99-%E0%BB%81%E0%BA%A5%E0%BA%B0-%E0%BA%9B%E0%BA%B0%E0%BA%88-%E0%BA%9A-%E0%BA%99/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BB%80%E0%BA%A1-%E0%BA%AD%E0%BA%87-%E0%BB%80%E0%BA%AA%E0%BA%94%E0%BA%96%E0%BA%B0%E0%BA%81-%E0%BA%94-%E0%BA%AA-%E0%BA%87%E0%BA%84-%E0%BA%A1&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
629,?????????-?????????-???????? - V?n hóa-L?ch s?-Du l?ch,https://huunghivietlao.thoidai.com.vn/%E0%BA%AB%E0%BA%A7%E0%BA%BD%E0%BA%94%E0%BA%99%E0%BA%B2%E0%BA%A1%E0%BA%81-%E0%BA%AD%E0%BA%99-%E0%BB%81%E0%BA%A5%E0%BA%B0-%E0%BA%9B%E0%BA%B0%E0%BA%88-%E0%BA%9A-%E0%BA%99/%E0%BA%A7-%E0%BA%94%E0%BA%97%E0%BA%B0%E0%BA%99%E0%BA%B0%E0%BA%97%E0%BA%B3-%E0%BA%9B%E0%BA%B0%E0%BA%AB%E0%BA%A7-%E0%BA%94%E0%BA%AA%E0%BA%B2%E0%BA%94-%E0%BA%97-%E0%BA%AD%E0%BA%87%E0%BA%97-%E0%BA%BD%E0%BA%A7,https://huunghivietlao.thoidai.com.vn/%E0%BA%AB%E0%BA%A7%E0%BA%BD%E0%BA%94%E0%BA%99%E0%BA%B2%E0%BA%A1%E0%BA%81-%E0%BA%AD%E0%BA%99-%E0%BB%81%E0%BA%A5%E0%BA%B0-%E0%BA%9B%E0%BA%B0%E0%BA%88-%E0%BA%9A-%E0%BA%99/%E0%BA%A7-%E0%BA%94%E0%BA%97%E0%BA%B0%E0%BA%99%E0%BA%B0%E0%BA%97%E0%BA%B3-%E0%BA%9B%E0%BA%B0%E0%BA%AB%E0%BA%A7-%E0%BA%94%E0%BA%AA%E0%BA%B2%E0%BA%94-%E0%BA%97-%E0%BA%AD%E0%BA%87%E0%BA%97-%E0%BA%BD%E0%BA%A7&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
630,?????????-????????????????? - Biên gi?i lãnh th? Vi?t Nam,https://huunghivietlao.thoidai.com.vn/%E0%BA%AB%E0%BA%A7%E0%BA%BD%E0%BA%94%E0%BA%99%E0%BA%B2%E0%BA%A1%E0%BA%81-%E0%BA%AD%E0%BA%99-%E0%BB%81%E0%BA%A5%E0%BA%B0-%E0%BA%9B%E0%BA%B0%E0%BA%88-%E0%BA%9A-%E0%BA%99/%E0%BB%80%E0%BA%82%E0%BA%94%E0%BA%8A%E0%BA%B2%E0%BA%8D%E0%BB%81%E0%BA%94%E0%BA%99-%E0%BA%9C-%E0%BA%99%E0%BB%81%E0%BA%9C-%E0%BA%99%E0%BA%94-%E0%BA%99%E0%BA%AB%E0%BA%A7%E0%BA%BD%E0%BA%94%E0%BA%99%E0%BA%B2%E0%BA%A1,https://huunghivietlao.thoidai.com.vn/%E0%BA%AB%E0%BA%A7%E0%BA%BD%E0%BA%94%E0%BA%99%E0%BA%B2%E0%BA%A1%E0%BA%81-%E0%BA%AD%E0%BA%99-%E0%BB%81%E0%BA%A5%E0%BA%B0-%E0%BA%9B%E0%BA%B0%E0%BA%88-%E0%BA%9A-%E0%BA%99/%E0%BB%80%E0%BA%82%E0%BA%94%E0%BA%8A%E0%BA%B2%E0%BA%8D%E0%BB%81%E0%BA%94%E0%BA%99-%E0%BA%9C-%E0%BA%99%E0%BB%81%E0%BA%9C-%E0%BA%99%E0%BA%94-%E0%BA%99%E0%BA%AB%E0%BA%A7%E0%BA%BD%E0%BA%94%E0%BA%99%E0%BA%B2%E0%BA%A1&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
631,????????-????????-??????- Chính tr? - Kinh t? - Xã h?i,https://huunghivietlao.thoidai.com.vn/%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94%E0%BA%A5%E0%BA%B2%E0%BA%A7/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BB%80%E0%BA%A1-%E0%BA%AD%E0%BA%87-%E0%BB%80%E0%BA%AA%E0%BA%94%E0%BA%96%E0%BA%B0%E0%BA%81-%E0%BA%94-%E0%BA%AA-%E0%BA%87%E0%BA%84-%E0%BA%A1,none,//div[1]/section/article/h4/a,
632,?????????-?????????-???????? - V?n hóa-L?ch s?-Du l?ch,https://huunghivietlao.thoidai.com.vn/%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94%E0%BA%A5%E0%BA%B2%E0%BA%A7/%E0%BA%A7-%E0%BA%94%E0%BA%97%E0%BA%B0%E0%BA%99%E0%BA%B0%E0%BA%97%E0%BA%B3-%E0%BA%9B%E0%BA%B0%E0%BA%AB%E0%BA%A7-%E0%BA%94%E0%BA%AA%E0%BA%B2%E0%BA%94-%E0%BA%97-%E0%BA%AD%E0%BA%87%E0%BA%97-%E0%BA%BD%E0%BA%A7,none,//div[1]/section/article/h4/a,
633,????????? - tin t?c n?i b?t,https://huunghivietlao.thoidai.com.vn/%E0%BA%82-%E0%BA%B2%E0%BA%A7%E0%BA%95-%E0%BA%B2%E0%BA%87%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94/%E0%BA%82-%E0%BA%B2%E0%BA%A7%E0%BB%80%E0%BA%94-%E0%BA%99,https://huunghivietlao.thoidai.com.vn/%E0%BA%82-%E0%BA%B2%E0%BA%A7%E0%BA%95-%E0%BA%B2%E0%BA%87%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94/%E0%BA%82-%E0%BA%B2%E0%BA%A7%E0%BB%80%E0%BA%94-%E0%BA%99&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
634,?????? - Vòng quanh th? gi?i,https://huunghivietlao.thoidai.com.vn/%E0%BA%82-%E0%BA%B2%E0%BA%A7%E0%BA%95-%E0%BA%B2%E0%BA%87%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94/%E0%BA%AE%E0%BA%AD%E0%BA%9A%E0%BB%82%E0%BA%A5%E0%BA%81,https://huunghivietlao.thoidai.com.vn/%E0%BA%82-%E0%BA%B2%E0%BA%A7%E0%BA%95-%E0%BA%B2%E0%BA%87%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94/%E0%BA%AE%E0%BA%AD%E0%BA%9A%E0%BB%82%E0%BA%A5%E0%BA%81&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
635,???????????? - Ti?p xúc,https://huunghivietlao.thoidai.com.vn/%E0%BB%80%E0%BA%9E-%E0%BA%AD%E0%BA%99%E0%BA%9C-%E0%BA%AD-%E0%BA%B2%E0%BA%99/%E0%BA%95-%E0%BA%94%E0%BA%95-%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99,https://huunghivietlao.thoidai.com.vn/%E0%BB%80%E0%BA%9E-%E0%BA%AD%E0%BA%99%E0%BA%9C-%E0%BA%AD-%E0%BA%B2%E0%BA%99/%E0%BA%95-%E0%BA%94%E0%BA%95-%E0%BA%9E-%E0%BA%A7%E0%BA%9E-%E0%BA%99&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
636,????????????????? - Bài vi?t c?a ??c gi?,https://huunghivietlao.thoidai.com.vn/%E0%BB%80%E0%BA%9E-%E0%BA%AD%E0%BA%99%E0%BA%9C-%E0%BA%AD-%E0%BA%B2%E0%BA%99/%E0%BA%9A-%E0%BA%94%E0%BA%84%E0%BA%A7%E0%BA%B2%E0%BA%A1%E0%BA%82%E0%BA%AD%E0%BA%87%E0%BA%9C-%E0%BA%AD-%E0%BA%B2%E0%BA%99,https://huunghivietlao.thoidai.com.vn/%E0%BB%80%E0%BA%9E-%E0%BA%AD%E0%BA%99%E0%BA%9C-%E0%BA%AD-%E0%BA%B2%E0%BA%99/%E0%BA%9A-%E0%BA%94%E0%BA%84%E0%BA%A7%E0%BA%B2%E0%BA%A1%E0%BA%82%E0%BA%AD%E0%BA%87%E0%BA%9C-%E0%BA%AD-%E0%BA%B2%E0%BA%99&s_cond=&BRSR=[NEXT_PAGE],//div[1]/section/article/h4/a,30.0
637,Tin ho?t ??ng c?a B?,https://www.mic.gov.vn/Pages/ChuyenMuc/91/Tin-hoat-dong-cua-bo.html,https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/91/[NEXT_PAGE]/Tin-hoat-dong-cua-Bo.html,//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
638,Tin t?c trong ngành,https://www.mic.gov.vn/Pages/ChuyenMuc/1552/Tin-trong-nganh.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/1552/[NEXT_PAGE]
/Tin-tuc-trong-nganh.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
639,Tin ??a ph??ng,https://www.mic.gov.vn/Pages/ChuyenMuc/143/Tin-dia-phuong.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/143/[NEXT_PAGE]
/Tin-dia-phuong.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
640,TIN T?NG H?P,https://www.mic.gov.vn/Pages/Tintuc/chuyenmuctincrawl.aspx,https://www.mic.gov.vn/Pages/Tintuc/chuyenmuctincrawl.aspx?pageid=[NEXT_PAGE],//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
641,??i h?i ??ng toàn qu?c l?n th? XIII,https://www.mic.gov.vn/Pages/ChuyenMuc/162/Tien-toi-dai-hoi-dang-toan-quoc-lan-thu-XII.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/162/[NEXT_PAGE]
/dai-hoi-dang-toan-quoc-lan-thu-XIII.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
642,Ng??i t?t – Vi?c t?t,https://www.mic.gov.vn/Pages/ChuyenMuc/163/diem-sang-nganh-tt-&-tt.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/163/[NEXT_PAGE]
/Nguoi-tot---Viec-tot.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
643,"Toàn dân ?ng h? phòng, ch?ng d?ch b?nh Covid-19",https://www.mic.gov.vn/Pages/ChuyenMuc/1742/Toan-dan-ung-ho-phong-chong-dich-benh-covid-19.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/1742/[NEXT_PAGE]
/Toan-dan-ung-ho-phong--chong-dich-benh-Covid-19.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
644,Bi?n ??o - quê h??ng,https://www.mic.gov.vn/Pages/ChuyenMuc/1746/Bien-dao---que-huong.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/1746/[NEXT_PAGE]
/Bien-dao---que-huong.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
645,Gi?i thi?u v?n b?n m?i ban hành,https://www.mic.gov.vn/Pages/ChuyenMuc/164/Gioi-thieu-van-ban-moi-ban-hanh.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/164/[NEXT_PAGE]
/Gioi-thieu-van-ban-moi-ban-hanh.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
646,Thông tin x? ph?t,https://www.mic.gov.vn/Pages/ChuyenMuc/1713/Thong-tin-xu-phat.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/1713/[NEXT_PAGE]
/Thong-tin-xu-phat.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
647,B?U CHÍNH,https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/1747/Buu-chinh.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/1747/[NEXT_PAGE]
/Buu-chinh.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
648,VI?N THÔNG,https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/1748/Vien-thong.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/1748/[NEXT_PAGE]
/Vien-thong.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
649,CNTT,https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/1749/CNTT.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/1749/[NEXT_PAGE]
/CNTT.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
650,AN TOÀN THÔNG TIN,https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/1694/ATTT.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/1694/[NEXT_PAGE]
/An-toan-thong-tin.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
651,CÔNG NGHI?P ICT,https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/1751/Cong-nghiep-ICT.html,none,//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
652,BÁO CHÍ TRUY?N THÔNG,https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/1752/Bao-chi-truyen-thong.html,"https://www.mic.gov.vn/mic_2020/Pages/ChuyenMuc/PhanTrang/1752/[NEXT_PAGE]
/Bao-chi-truyen-thong.html",//div[@class='box-news-xx']/*[self::h2 or self::h3]/a,
653,Tin ho?t ??ng,https://www.mard.gov.vn/Pages/tin-hoat-dong.aspx,none,//h3[@class='titlenews']/a,
654,Tin nông nghi?p,https://www.mard.gov.vn/Pages/tin-tuc-tin-hoat-dong.aspx#,none,//h3[@class='titlenews']/a,
655,Tin lâm nghi?p,https://www.mard.gov.vn/Pages/tin-tuc-tin-lam-nghiep.aspx,none,//h3[@class='titlenews']/a,
656,Tin th?y l?i,https://www.mard.gov.vn/Pages/tin-tuc-tin-thuy-loi.aspx,none,//h3[@class='titlenews']/a,
657,Phòng ch?ng thiên tai,https://www.mard.gov.vn/Pages/phong-chong-thien-tai.aspx,none,//h3[@class='titlenews']/a,
658,Tin th?y s?n,https://www.mard.gov.vn/Pages/tin-tuc-tin-thuy-san.aspx,none,//h3[@class='titlenews']/a,
659,Tin qu?n lý ch?t l??ng và v? sinh ATTP,https://www.mard.gov.vn/Pages/tin-tuc-tin-quan-ly-chat-luong-va-ve-sinh-attp.aspx,none,//h3[@class='titlenews']/a,
660,Tin ch? bi?n,https://www.mard.gov.vn/Pages/tin-tuc-tin-che-bien.aspx,none,//h3[@class='titlenews']/a,
661,Tin phát tri?n nông thôn,https://www.mard.gov.vn/Pages/tin-tuc-tin-phat-trien-nong-thon.aspx,none,//h3[@class='titlenews']/a,
662,Tin khuy?n nông,https://www.mard.gov.vn/Pages/tin-tuc-tin-khuyen-nong.aspx,none,//h3[@class='titlenews']/a,
663,Tin ??a ph??ng,https://www.mard.gov.vn/Pages/danh-sach-tin-dia-phuong.aspx,none,//h3[@class='titlenews']/a,
664,H?p tác qu?c t?,https://www.mard.gov.vn/Pages/hoi-nhap-quoc-te.aspx,none,//h3[@class='titlenews']/a,
665,Quan h? song ph??ng,https://www.mard.gov.vn/Pages/hop-tac-quoc-te.aspx,none,//h3[@class='titlenews']/a,
666,Công ngh? thông tin,https://www.mard.gov.vn/Pages/cong-nghe-thong-tin.aspx,none,//h3[@class='titlenews']/a,
667,Khoa h?c công ngh?,https://www.mard.gov.vn/Pages/khoa-hoc-cong-nghe.aspx,none,//h3[@class='titlenews']/a,
668,"??????????????????? - ?oàn k?t, hòa bình",http://vietlao.vietnam.vn/lo/%E0%BA%84%E0%BA%A7%E0%BA%B2%E0%BA%A1%E0%BA%AA%E0%BA%B2%E0%BA%A1%E0%BA%B1%E0%BA%81%E0%BA%84%E0%BA%B5%E0%BA%A1%E0%BA%B5%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A,http://vietlao.vietnam.vn/lo/%E0%BA%84%E0%BA%A7%E0%BA%B2%E0%BA%A1%E0%BA%AA%E0%BA%B2%E0%BA%A1%E0%BA%B1%E0%BA%81%E0%BA%84%E0%BA%B5%E0%BA%A1%E0%BA%B5%E0%BA%94%E0%BA%95%E0%BA%B0%E0%BA%9E%E0%BA%B2%E0%BA%9A?page=[NEXT_PAGE],//h4/a/text(),
669,"?????????, ??????? - ??u t?, phát tri?n",http://vietlao.vietnam.vn/lo/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%A5%E0%BA%BB%E0%BA%87%E0%BA%97%E0%BA%B6%E0%BA%99-%E0%BA%9E%E0%BA%B1%E0%BA%94%E0%BA%97%E0%BA%B0%E0%BA%99%E0%BA%B2,http://vietlao.vietnam.vn/lo/%E0%BA%81%E0%BA%B2%E0%BA%99%E0%BA%A5%E0%BA%BB%E0%BA%87%E0%BA%97%E0%BA%B6%E0%BA%99-%E0%BA%9E%E0%BA%B1%E0%BA%94%E0%BA%97%E0%BA%B0%E0%BA%99%E0%BA%B2?page=[NEXT_PAGE],//h4/a/text(),
